ibge7,mun,nome_meso,algodao_arb,algodao_herb,banana,batata,cafe_arab,cana,feijao,laranja,limao,manga,milho,soja,sorgo,tangerina,tomate,trigo,leite,ovos,mel
3132206,Itaguara,Metropolitana de Belo Horizonte,0,0,270,0,0,27840,38,0,0,0,250,0,0,20,1200,0,15700,59,1815
3132305,Itaipé,Vale do Mucuri,0,0,270,0,421,4500,86,26,0,0,133,0,0,0,0,0,2521,51,18000
3132404,Itajubá,Sul/Sudoeste de Minas,0,0,97,230,35,950,8,18,0,0,209,0,0,0,200,0,6879,700,6000
3132503,Itamarandiba,Jequitinhonha,0,0,502,0,757,16500,184,15,10,0,1254,0,0,0,280,0,16308,277,347830
3132602,Itamarati de Minas,Zona da Mata,0,0,53,0,120,1720,3,0,0,48,0,0,0,176,0,0,4938,16,144
3132701,Itambacuri,Vale do Rio Doce,0,0,612,0,84,6860,79,55,0,7,234,0,0,16,0,0,19815,77,4173
3132800,Itambé do Mato Dentro,Metropolitana de Belo Horizonte,0,0,33,0,0,600,5,0,0,0,18,0,0,0,0,0,4705,19,575
3132909,Itamogi,Sul/Sudoeste de Minas,0,0,27,0,11360,43024,0,0,0,0,1350,0,0,0,0,0,4852,12,128
3133006,Itamonte,Sul/Sudoeste de Minas,0,0,0,1080,0,1400,216,0,0,0,984,0,0,0,0,0,17813,75,28100
3133105,Itanhandu,Sul/Sudoeste de Minas,0,0,24,0,0,135,18,50,60,0,135,0,0,30,35,0,13160,74610,1320
3133204,Itanhomi,Vale do Rio Doce,0,0,55,0,270,51,30,51,0,0,300,0,0,0,0,0,9755,19,0
3133303,Itaobim,Jequitinhonha,0,0,1830,0,0,1058,63,0,0,435,74,0,0,0,0,0,2237,84,30
3133402,Itapagipe,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,105,1318400,0,3125,20,0,4140,4290,0,0,0,0,50340,821,0
3133501,Itapecerica,Oeste de Minas,0,0,94,0,530,44800,171,904,0,0,12000,0,0,180,60,0,29570,152,55800
3133600,Itapeva,Sul/Sudoeste de Minas,0,0,0,2250,0,0,5,0,0,0,490,0,0,0,0,0,2559,12,2600
3133709,Itatiaiuçu,Metropolitana de Belo Horizonte,0,0,30,0,0,1040,6,0,0,0,468,0,0,38,280,0,2802,18,1300
3133758,Itaú de Minas,Sul/Sudoeste de Minas,0,0,0,0,10,27168,183,0,0,0,10980,3401,0,0,0,0,4851,16,0
3133808,Itaúna,Oeste de Minas,0,0,24,0,0,360,15,0,0,0,880,0,0,0,320,0,19473,2754,10550
3133907,Itaverava,Metropolitana de Belo Horizonte,0,0,11,1960,0,3680,50,0,0,0,1872,0,0,0,0,0,3538,51,0
3134004,Itinga,Jequitinhonha,0,0,1373,0,0,3648,164,12,0,30,546,0,0,0,0,0,3317,77,315
3134103,Itueta,Vale do Rio Doce,0,0,352,0,451,864,64,240,45,200,2400,0,0,48,300,0,4875,91,2150
3134202,Ituiutaba,Triângulo Mineiro/Alto Paranaíba,0,0,108,0,2,1690000,32,11944,0,0,47500,64800,21000,44,0,0,51812,210,2100
3134301,Itumirim,Campo das Vertentes,0,0,0,0,450,1305,102,0,0,0,3510,384,0,0,0,156,15265,33,1300
3134400,Iturama,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,0,2171700,0,0,6534,0,2520,624,0,10,0,0,18237,74,0
3134509,Itutinga,Campo das Vertentes,0,0,0,0,150,0,1278,0,0,0,5310,2925,0,0,0,3200,20700,48,400
3134608,Jaboticatubas,Metropolitana de Belo Horizonte,0,0,825,0,0,12600,30,1000,0,182,735,0,0,160,540,0,5180,89,2760
3134707,Jacinto,Jequitinhonha,0,0,21,0,0,0,3,0,0,0,4,0,0,0,0,0,4224,28,296
3134806,Jacuí,Sul/Sudoeste de Minas,0,0,0,0,4720,720,9,0,10,0,2304,946,0,0,1960,0,12840,39,1112
3134905,Jacutinga,Sul/Sudoeste de Minas,0,0,37,0,5362,2460,39,0,0,5,2446,0,0,0,1018,0,3973,15,0
3135001,Jaguaraçu,Vale do Rio Doce,0,0,0,0,0,366,1,0,0,0,20,0,0,0,0,0,1043,3,0
3135050,Jaíba,Norte de Minas,0,10,154710,0,38,750500,544,888,14100,9223,14700,50,90,3000,48613,0,2620,141,50
3135076,Jampruca,Vale do Rio Doce,0,0,0,0,0,494,8,0,0,0,157,0,0,0,0,0,6082,37,700
3135100,Janaúba,Norte de Minas,0,0,39360,0,0,1760,108,115,810,11300,840,0,40,20,30,0,8049,160,7500
3135209,Januária,Norte de Minas,0,0,410,0,0,12500,390,7,15,0,790,1439,280,0,0,0,4100,508,45910
3135308,Japaraíba,Central Mineira,0,0,11,0,0,423242,4,0,4,0,696,485,0,0,40,0,6518,43,0
3135357,Japonvar,Norte de Minas,0,0,5,0,0,405,35,5,0,0,69,0,348,0,0,0,1121,59,845
3135407,Jeceaba,Metropolitana de Belo Horizonte,0,0,14,0,2,1200,54,0,0,0,600,0,0,1035,0,0,3534,115,1950
3135456,Jenipapo de Minas,Jequitinhonha,0,0,14,0,0,600,33,5,0,0,185,0,0,0,0,0,357,59,1260
3135506,Jequeri,Zona da Mata,0,0,45,0,1933,48360,91,0,0,0,1632,0,0,0,0,0,5456,98,0
3135605,Jequitaí,Norte de Minas,0,0,4680,0,0,2500,894,0,0,0,680,1275,15,0,0,0,2166,60,1200
3135704,Jequitibá,Metropolitana de Belo Horizonte,0,0,120,0,0,15030,45,0,10,74,690,0,0,12,2500,0,7099,44,300
3135803,Jequitinhonha,Jequitinhonha,0,0,6403,0,23,6050,105,24,0,240,155,0,0,9,30,0,3617,188,4636
3135902,Jesuânia,Sul/Sudoeste de Minas,0,0,198,0,2270,320,2,0,0,0,2914,78,0,15,0,0,11200,19,750
3136009,Joaíma,Jequitinhonha,0,0,72,0,0,1175,56,0,0,0,112,0,0,0,0,0,7913,34,0
3136108,Joanésia,Vale do Rio Doce,0,0,11,0,0,2500,28,7,0,0,156,0,0,0,0,0,3800,40,26210
3136207,João Monlevade,Metropolitana de Belo Horizonte,0,0,0,0,0,337,2,0,0,0,3,0,0,0,0,0,679,8,66740
3136306,João Pinheiro,Noroeste de Minas,0,0,136,0,1510,1813066,11218,420,5,4343,18990,22490,750,0,0,0,69484,465,2300
3136405,Joaquim Felício,Central Mineira,0,0,37,0,0,4960,21,8,0,0,450,0,59,0,0,0,1240,29,840
3136504,Jordânia,Jequitinhonha,0,0,216,0,0,1500,70,0,0,0,180,0,0,0,0,0,9391,25,0
3136520,José Gonçalves de Minas,Jequitinhonha,0,0,49,0,54,2400,36,5,0,0,64,0,0,0,0,0,313,22,2270
3136553,José Raydan,Vale do Rio Doce,0,0,200,0,0,3500,26,0,0,0,312,0,0,0,750,0,5672,18,0
3136579,Josenópolis,Norte de Minas,0,0,7,0,0,240,62,3,0,4,28,0,0,3,0,0,150,47,0
3136603,Nova União,Metropolitana de Belo Horizonte,0,0,39900,0,55,2220,21,0,0,5,128,0,0,0,0,0,1828,23,7250
3136652,Juatuba,Metropolitana de Belo Horizonte,0,0,1385,0,0,300,0,0,0,0,14,0,0,600,44,0,1595,3,0
3136702,Juiz de Fora,Zona da Mata,0,0,49,0,9,1740,66,7,5,0,682,0,0,0,42,0,22931,142,19550
3136801,Juramento,Norte de Minas,0,0,0,0,0,420,48,0,0,0,96,0,0,0,0,0,2477,8,20050
3136900,Juruaia,Sul/Sudoeste de Minas,0,0,0,0,6760,3560,22,0,0,0,819,0,0,0,0,0,5890,42,510
3136959,Juvenília,Norte de Minas,0,0,0,0,0,20,51,0,0,0,1030,0,2,0,6000,0,895,64,250
3137007,Ladainha,Vale do Mucuri,0,0,709,0,137,10200,615,58,0,0,1489,0,6,10,0,0,6695,131,6030
3137106,Lagamar,Noroeste de Minas,0,0,0,0,18,520,2295,0,0,0,14730,9824,200,0,0,0,42043,169,0
3137205,Lagoa da Prata,Central Mineira,0,0,15,0,0,709485,3,0,0,0,240,0,0,0,0,0,23688,261,850
3137304,Lagoa dos Patos,Norte de Minas,0,0,0,0,0,120,35,0,0,0,376,0,18,0,0,0,2431,72,490
3137403,Lagoa Dourada,Campo das Vertentes,0,0,0,0,107,280,5805,0,0,0,44307,3310,0,2,9720,3936,20855,34,0
3137502,Lagoa Formosa,Triângulo Mineiro/Alto Paranaíba,0,0,1160,0,1360,231,1200,675,0,7,19500,22400,9918,71,8200,0,98310,149,0
3137536,Lagoa Grande,Noroeste de Minas,0,1201,0,0,273,3120,1866,0,0,0,28410,15000,0,0,10000,0,47600,166,8540
3137601,Lagoa Santa,Metropolitana de Belo Horizonte,0,0,0,0,0,756,4,1200,20,20,50,0,0,100,0,0,702,33,100
3137700,Lajinha,Zona da Mata,0,0,275,0,9600,420,128,30,0,0,782,0,0,0,300,0,5463,350,1000
3137809,Lambari,Sul/Sudoeste de Minas,0,0,260,0,6520,70,4,0,0,0,181,0,0,230,0,0,2600,61,3500
3137908,Lamim,Zona da Mata,0,0,0,0,36,4500,67,0,0,0,810,0,0,0,0,0,2682,36,170
3138005,Laranjal,Zona da Mata,0,0,10,0,0,60,5,0,27,0,90,0,0,0,0,0,8090,28,0
3138104,Lassance,Norte de Minas,0,0,8190,0,0,5500,212,3710,0,17,1875,540,0,652,0,0,1817,112,900
3138203,Lavras,Campo das Vertentes,0,0,280,0,7275,2070,380,88,0,0,17250,3034,0,0,36,93,22240,7776,30000
3138302,Leandro Ferreira,Central Mineira,0,0,0,0,0,320,19,0,0,0,340,78,0,0,0,0,11117,57,1020
3138351,Leme do Prado,Jequitinhonha,0,0,14,0,0,1824,7,8,0,0,39,0,0,0,0,0,480,30,19825
3138401,Leopoldina,Zona da Mata,0,0,48,0,9,23360,37,18,0,63,45,0,0,0,0,0,27682,1621,750
3138500,Liberdade,Sul/Sudoeste de Minas,0,0,0,105,0,820,15,0,0,0,894,0,0,0,0,0,18612,12,3278
3138609,Lima Duarte,Zona da Mata,0,0,0,0,0,504,62,0,0,0,459,0,0,0,0,0,23750,221,6000
3138625,Limeira do Oeste,Triângulo Mineiro/Alto Paranaíba,0,0,375,0,0,1971008,0,0,0,0,5460,0,0,150,0,0,18140,58,0
3138658,Lontra,Norte de Minas,0,0,0,0,0,500,14,0,0,0,24,0,0,0,0,0,530,49,0
3138674,Luisburgo,Zona da Mata,0,0,0,0,8874,210,126,0,0,0,1210,0,0,0,150,0,357,52,0
3138682,Luislândia,Norte de Minas,0,0,3,0,0,1260,74,4,0,0,137,0,7,0,0,0,1205,45,0
3138708,Luminárias,Campo das Vertentes,0,0,0,0,3700,333,2740,0,0,0,21540,9292,0,0,430,5215,12510,25,250
3138807,Luz,Central Mineira,0,0,18,0,63,1205400,500,15,262,0,19260,4322,0,0,0,0,51237,460,3430
3138906,Machacalis,Vale do Mucuri,0,0,0,0,0,775,3,0,0,0,3,0,0,0,0,0,6203,8,0
3139003,Machado,Sul/Sudoeste de Minas,0,0,110,1810,27600,28000,900,40,12,0,33000,9301,0,0,960,0,11300,4817,17080
3139102,Madre de Deus de Minas,Campo das Vertentes,0,0,0,0,0,183,11250,10075,0,0,57072,16608,0,0,0,12388,20000,27,0
3139201,Malacacheta,Vale do Mucuri,0,0,180,0,148,1720,218,10,0,0,304,0,0,0,143,0,12032,59,15000
3139250,Mamonas,Norte de Minas,0,0,0,0,0,158,20,0,0,0,42,0,35,0,0,0,1285,110,0
3139300,Manga,Norte de Minas,0,0,3615,0,0,1320,130,0,0,30,720,480,0,0,0,0,2241,123,0
3139409,Manhuaçu,Zona da Mata,0,0,46,0,26274,64,189,0,5,0,1540,0,0,10,425,0,2521,94,0
3139508,Manhumirim,Zona da Mata,0,0,26,0,9203,0,18,0,0,0,252,0,0,0,0,0,758,17,3420
3139607,Mantena,Vale do Rio Doce,0,0,116,0,150,8160,30,0,0,240,85,0,0,0,0,0,10843,54,0
3139706,Maravilhas,Metropolitana de Belo Horizonte,0,0,16,0,0,920,5,6,0,0,156,0,0,0,6650,0,11949,38,4500
3139805,Mar de Espanha,Zona da Mata,0,0,360,0,92,6468,66,15,0,0,378,0,0,20,0,0,8154,34,285
3139904,Maria da Fé,Sul/Sudoeste de Minas,0,0,1172,11720,146,3000,26,24,0,0,432,0,0,0,310,0,8757,22,2000
3140001,Mariana,Metropolitana de Belo Horizonte,0,0,96,0,50,1284,14,30,0,8,80,0,0,0,0,0,7960,112,15230
3140100,Marilac,Vale do Rio Doce,0,0,1889,0,0,1300,44,0,0,0,1010,0,56,0,3000,0,4454,13,600
3140159,Mário Campos,Metropolitana de Belo Horizonte,0,0,0,0,0,30,1,0,0,0,20,0,0,24,0,0,15,692,0
3140209,Maripá de Minas,Zona da Mata,0,0,55,0,0,938,17,10,0,0,153,0,0,0,0,0,2705,26,0
3140308,Marliéria,Vale do Rio Doce,0,0,15,0,3,1715,3,0,30,0,33,0,0,0,0,0,3443,29,5160
3140407,Marmelópolis,Sul/Sudoeste de Minas,0,0,0,80,0,120,5,0,0,0,40,0,0,0,440,0,2763,9,3500
3140506,Martinho Campos,Central Mineira,0,0,0,0,0,2000,453,0,0,0,2205,6946,857,0,0,0,56490,22,0
3140530,Martins Soares,Zona da Mata,0,0,0,0,6900,0,21,0,0,0,130,0,0,0,0,0,847,37,0
3140555,Mata Verde,Jequitinhonha,0,0,71,0,330,60,8,0,0,0,24,0,0,0,0,0,1340,7,0
3140605,Materlândia,Vale do Rio Doce,0,0,10,0,1,1306,84,6,0,0,562,0,0,0,0,0,12206,37,1025
3140704,Mateus Leme,Metropolitana de Belo Horizonte,0,0,112,0,29,1500,9,0,4,0,1450,0,0,310,1250,0,10306,25,4900
3140803,Matias Barbosa,Zona da Mata,0,0,18,0,0,648,30,0,0,0,8,0,0,0,0,0,1663,7,0
3140852,Matias Cardoso,Norte de Minas,0,15,22470,0,0,30200,225,672,16500,11060,8460,360,70,248,9900,0,1553,70,1430
3140902,Matipó,Zona da Mata,0,0,128,0,4090,1024,92,0,0,0,1372,0,0,0,30,0,3916,55,4350
3141009,Mato Verde,Norte de Minas,0,73,14,0,0,90,29,0,0,0,126,0,178,0,0,0,4083,37,447
3141108,Matozinhos,Metropolitana de Belo Horizonte,0,0,0,0,0,1150,18,0,0,0,561,750,0,0,0,0,5281,5,0
3141207,Matutina,Triângulo Mineiro/Alto Paranaíba,0,0,0,120,280,0,97,0,0,0,42,0,0,0,0,0,20724,57,0
3141306,Medeiros,Oeste de Minas,0,0,7,120,4798,46847,6290,9400,0,0,31426,20239,0,0,0,825,40123,66,1000
3141405,Medina,Jequitinhonha,0,0,20,0,0,1995,59,10,0,15,210,0,0,0,180,0,4655,161,450
3141504,Mendes Pimentel,Vale do Rio Doce,0,0,88,0,0,1600,9,0,0,0,104,0,0,0,0,0,5290,38,0
3141603,Mercês,Zona da Mata,0,0,86,0,12,2010,100,0,12,0,745,0,0,0,0,0,9830,188,3000
3141702,Mesquita,Vale do Rio Doce,0,0,360,0,0,1260,23,12,0,0,243,0,0,22,0,0,2478,44,2400
3141801,Minas Novas,Jequitinhonha,0,0,142,0,244,7020,168,150,0,31,927,0,0,0,82,0,1913,433,5878
3141900,Minduri,Sul/Sudoeste de Minas,0,0,38,0,3,490,506,0,0,0,17355,2050,0,200,0,525,4309,5,0
3142007,Mirabela,Norte de Minas,0,0,0,0,0,2500,53,0,0,0,325,0,0,0,0,0,1191,75,11575
3142106,Miradouro,Zona da Mata,0,0,1200,0,2014,1475,111,0,0,16,900,0,0,0,0,0,10350,62,120
3142205,Miraí,Zona da Mata,0,0,159,0,398,2700,9,21,0,0,240,0,0,0,50,0,4529,52,292
3142254,Miravânia,Norte de Minas,0,0,0,0,0,1350,15,0,0,0,30,0,0,0,0,0,189,31,850
3142304,Moeda,Metropolitana de Belo Horizonte,0,0,8,0,4,310,54,0,0,0,23,0,0,520,0,0,2125,29,0
3142403,Moema,Central Mineira,0,0,0,0,0,63048,0,0,0,0,194,0,0,0,0,0,15337,43,500
3142502,Monjolos,Central Mineira,0,0,0,0,0,2280,2,0,0,200,54,0,0,0,0,0,3850,14,1800
3142601,Monsenhor Paulo,Sul/Sudoeste de Minas,0,0,0,450,3440,768,84,0,0,0,3861,0,0,2720,0,135,6264,31,0
3142700,Montalvânia,Norte de Minas,0,0,9,0,0,1250,105,0,0,0,870,0,0,0,3510,0,1263,96,580
3142809,Monte Alegre de Minas,Triângulo Mineiro/Alto Paranaíba,0,0,3675,0,307,739200,1738,54000,130,32,57840,105000,7500,150,0,180,79500,240,4000
3142908,Monte Azul,Norte de Minas,0,19,31,0,0,105,150,16,0,0,158,0,114,0,30,0,5857,134,0
3143005,Monte Belo,Sul/Sudoeste de Minas,0,0,24,0,9460,436990,128,0,0,0,5880,0,0,0,0,0,7710,31,3550
3143104,Monte Carmelo,Triângulo Mineiro/Alto Paranaíba,0,0,150,0,22430,960,875,0,0,0,27360,30690,12120,105,240,720,27125,147,300
3143153,Monte Formoso,Jequitinhonha,0,0,0,0,20,600,20,0,0,0,17,0,0,0,0,0,1575,32,0
3143203,Monte Santo de Minas,Sul/Sudoeste de Minas,0,0,23,2000,10690,90525,300,3240,0,0,6750,450,0,320,1400,0,15970,50,1650
3143302,Montes Claros,Norte de Minas,0,0,10850,0,0,13200,582,36,0,658,1445,4,357,110,380,0,10903,52789,9317
3143401,Monte Sião,Sul/Sudoeste de Minas,0,0,7,0,2040,57600,5,56,0,0,1280,380,0,80,0,0,5431,62,620
3143450,Montezuma,Norte de Minas,0,0,8,0,0,1800,54,3,0,0,72,0,0,0,0,0,237,55,410
3143500,Morada Nova de Minas,Central Mineira,0,0,0,180,0,450,2400,0,0,0,15720,9200,720,0,0,0,12318,43,300
3143609,Morro da Garça,Central Mineira,0,0,0,0,0,1450,3,0,0,0,365,657,0,0,0,0,7766,18,0
3143708,Morro do Pilar,Metropolitana de Belo Horizonte,0,0,0,0,0,6620,15,0,0,0,73,0,0,0,0,0,3046,41,0
3143807,Munhoz,Sul/Sudoeste de Minas,0,0,0,16480,20,174,53,0,40,0,12144,0,0,0,486,0,4151,12,189
3143906,Muriaé,Zona da Mata,0,0,488,0,1050,3500,96,7,0,0,693,0,100,0,0,0,25450,94,6265
3144003,Mutum,Vale do Rio Doce,0,0,420,0,9931,2592,207,420,73,263,1080,0,0,135,350,0,36140,157,36900
3144102,Muzambinho,Sul/Sudoeste de Minas,0,0,18,0,11000,600,90,0,0,0,5040,0,0,0,51,0,13285,143,2620
3144201,Nacip Raydan,Vale do Rio Doce,0,0,40,0,0,30,9,0,0,0,33,0,0,0,0,0,4015,15,0
3144300,Nanuque,Vale do Mucuri,0,0,0,0,0,45300,2,0,0,0,50,0,0,0,0,0,15250,21,0
3144359,Naque,Vale do Rio Doce,0,0,12,0,0,1910,4,0,0,0,190,0,0,0,0,0,2476,26,1130
3144375,Natalândia,Noroeste de Minas,0,0,0,0,0,2952,273,0,0,0,612,1051,21,0,0,0,4292,43,220
3144409,Natércia,Sul/Sudoeste de Minas,0,0,258,0,2030,240,5,0,0,0,99,0,0,0,0,0,7700,29,2000
3144508,Nazareno,Campo das Vertentes,0,0,0,0,1733,100,423,0,0,0,4210,4620,0,0,0,684,26123,35,500
3144607,Nepomuceno,Campo das Vertentes,0,0,44,0,15690,250,522,17,0,0,13832,988,0,0,0,0,11105,17760,21000
3144656,Ninheira,Norte de Minas,0,0,29,0,2060,630,45,0,0,0,65,0,0,0,0,0,464,50,0
3144672,Nova Belém,Vale do Rio Doce,0,0,176,0,480,30,12,20,0,0,61,0,0,21,0,0,1545,10,820
3144706,Nova Era,Metropolitana de Belo Horizonte,0,0,30,0,5,2700,10,0,0,0,288,0,0,0,0,0,2341,17,18100
3144805,Nova Lima,Metropolitana de Belo Horizonte,0,0,9,0,1,0,2,5,0,0,21,0,0,0,0,0,40,15,6830
3144904,Nova Módica,Vale do Rio Doce,0,0,0,0,0,73,2,0,0,0,30,0,0,0,0,0,9829,7,0
3145000,Nova Ponte,Triângulo Mineiro/Alto Paranaíba,0,0,24,5680,274,617500,2220,0,0,0,94500,100440,12600,0,0,1943,16070,35,4000
3145059,Nova Porteirinha,Norte de Minas,0,0,39725,210,3,1800,120,6,0,1350,38,0,0,0,110,0,420,35,4500
3145109,Nova Resende,Sul/Sudoeste de Minas,0,0,14,2650,23550,208,270,1700,0,0,10438,3077,0,72,0,1280,6350,75,231
3145208,Nova Serrana,Oeste de Minas,0,0,0,0,0,260,1,0,0,0,60,0,0,0,0,0,4285,52,1100
3145307,Novo Cruzeiro,Jequitinhonha,0,0,95,0,625,34000,310,27,0,0,2029,0,0,17,0,0,7007,339,2128
3145356,Novo Oriente de Minas,Vale do Mucuri,0,0,4,0,0,1542,13,0,0,0,54,0,0,0,0,0,6486,33,43400
3145372,Novorizonte,Norte de Minas,0,0,156,0,15,12600,29,11,5,24,110,0,0,37,0,0,203,14,120
3145406,Olaria,Zona da Mata,0,0,4,0,0,6400,5,0,0,0,24,0,0,0,0,0,4750,31,3150
3145455,Olhos-d'Água,Norte de Minas,0,0,0,0,0,4590,105,0,0,10,572,0,25,0,630,0,2150,135,19211
3145505,Olímpio Noronha,Sul/Sudoeste de Minas,0,0,260,0,740,60,0,0,0,0,10,0,0,0,0,0,1540,15,0
3145604,Oliveira,Oeste de Minas,0,0,36,0,8100,7000,115,1870,0,0,3570,0,0,0,4250,0,17583,104,24990
3145703,Oliveira Fortes,Zona da Mata,0,0,360,0,0,0,33,0,0,0,68,0,0,0,0,0,3944,43,0
3145802,Onça de Pitangui,Metropolitana de Belo Horizonte,0,0,69,0,0,210,1,0,0,0,371,0,0,0,5600,0,7483,83,4000
3145851,Oratórios,Zona da Mata,0,0,128,0,1,28130,9,0,0,0,360,0,0,0,0,0,715,13,0
3145877,Orizânia,Zona da Mata,0,0,84,0,6280,30,150,0,0,0,800,0,0,0,0,0,910,28,0
3145901,Ouro Branco,Metropolitana de Belo Horizonte,0,0,37,1385,0,600,70,0,0,0,1400,0,0,20,0,0,1521,21,1530
3146008,Ouro Fino,Sul/Sudoeste de Minas,0,0,15,488,7523,1364,11,10,10,0,2600,0,0,0,110,0,9452,1397,10070
3146107,Ouro Preto,Metropolitana de Belo Horizonte,0,0,48,240,16,2494,35,252,0,4,345,0,0,0,219,0,3100,141,12520
3146206,Ouro Verde de Minas,Vale do Mucuri,0,0,158,0,49,1440,34,8,0,0,24,0,0,0,0,0,2935,40,0
3146255,Padre Carvalho,Norte de Minas,0,0,0,0,3,960,59,0,0,0,78,0,0,0,0,0,27,18,100
3146305,Padre Paraíso,Jequitinhonha,0,0,59,0,63,4200,50,44,0,0,72,0,0,0,0,0,1973,60,20000
3146404,Paineiras,Central Mineira,0,0,12,0,0,3350,30,6,0,0,1800,378,800,0,0,0,12748,66,1500
3146503,Pains,Oeste de Minas,0,0,0,0,32,450,20,0,0,0,6148,2175,50,0,30,0,14869,155,3100
3146552,Pai Pedro,Norte de Minas,0,30,0,0,0,0,38,0,0,0,23,0,70,0,0,0,3122,56,1250
3146602,Paiva,Zona da Mata,0,0,80,0,2,3335,27,0,0,0,210,0,0,0,0,0,3093,29,1125
3146701,Palma,Zona da Mata,0,0,40,56,0,500,5,200,250,40,252,0,0,240,0,0,14600,34,0
3146750,Palmópolis,Jequitinhonha,0,0,0,0,0,120,30,0,0,0,14,0,0,0,0,0,4377,5,90
3146909,Papagaios,Metropolitana de Belo Horizonte,0,0,4,0,0,1400,348,0,0,0,1511,311,150,0,500,0,10894,51,0
3147006,Paracatu,Noroeste de Minas,0,0,320,19393,3590,2062500,57300,72,0,0,240600,361000,5400,0,0,1581,69058,386,1500
3147105,Pará de Minas,Metropolitana de Belo Horizonte,0,0,46,0,0,1710,11,0,0,0,250,0,0,0,2450,0,31450,3000,1875
3147204,Paraguaçu,Sul/Sudoeste de Minas,0,0,58,3500,8580,120,1080,0,0,0,16200,7086,95,5,320,0,11770,82,1810
3147303,Paraisópolis,Sul/Sudoeste de Minas,0,0,1035,1200,147,10374,29,0,0,0,450,0,0,0,480,0,7560,41,130
3147402,Paraopeba,Metropolitana de Belo Horizonte,0,0,2627,0,0,4410,370,0,0,9,294,0,0,158,280,0,16105,82,3475
3147501,Passabém,Metropolitana de Belo Horizonte,0,0,14,0,0,3500,4,0,0,0,60,0,0,0,0,0,2837,10,0
3147600,Passa Quatro,Sul/Sudoeste de Minas,0,0,110,792,0,135,14,0,0,0,75,0,0,0,0,0,11179,38806,5200
3147709,Passa Tempo,Oeste de Minas,0,0,48,0,120,900,21,0,0,0,864,0,0,0,14240,0,12465,65,1390
3147808,Passa-Vinte,Sul/Sudoeste de Minas,0,0,0,500,0,30,1,0,0,0,4,0,0,0,0,0,6693,12,255
3147907,Passos,Sul/Sudoeste de Minas,0,0,21,0,4531,738416,3750,0,0,0,64254,24464,979,0,41,300,82781,170,8400
3147956,Patis,Norte de Minas,0,0,0,0,63,3600,12,0,0,0,58,0,0,0,0,0,1245,31,350
3148004,Patos de Minas,Triângulo Mineiro/Alto Paranaíba,0,0,352,0,10320,17100,4740,19,0,0,88200,72500,14688,75,32900,572,191328,659,5000
3148103,Patrocínio,Triângulo Mineiro/Alto Paranaíba,0,3465,135,13125,56115,360,5910,1540,45,180,67000,58918,14574,500,3312,3248,144432,745,3100
3148202,Patrocínio do Muriaé,Zona da Mata,0,0,13,0,0,300,6,0,0,0,140,0,0,0,0,0,3534,23,0
3148301,Paula Cândido,Zona da Mata,0,0,28,0,1542,1334,666,0,0,0,2145,0,0,0,1580,0,7673,99,2620
3148400,Paulistas,Vale do Rio Doce,0,0,17,0,0,300,63,0,0,0,252,0,0,0,0,0,7651,22,0
3148509,Pavão,Vale do Mucuri,0,0,40,0,0,600,6,0,0,0,22,0,0,0,0,0,11393,17,9541
3148608,Peçanha,Vale do Rio Doce,0,0,252,0,126,3900,159,0,0,0,1440,0,0,0,0,0,14458,87,11300
3148707,Pedra Azul,Jequitinhonha,0,0,104,0,30,3800,40,8,0,45,115,0,0,0,0,0,5980,31,1720
3148756,Pedra Bonita,Zona da Mata,0,0,6,48,3820,1210,65,0,0,0,270,0,0,0,0,0,690,33,0
3148806,Pedra do Anta,Zona da Mata,0,0,63,0,237,2676,66,0,0,0,1570,0,0,6,120,0,4465,101,3100
3148905,Pedra do Indaiá,Oeste de Minas,0,0,40,0,0,114,19,0,0,0,1152,0,0,0,0,0,13800,77,10250
3149002,Pedra Dourada,Zona da Mata,0,0,54,0,1740,2400,80,0,0,0,360,0,0,0,0,0,587,8,0
3149101,Pedralva,Sul/Sudoeste de Minas,0,0,7650,1036,2440,810,25,840,0,0,894,0,0,198,480,0,5144,1202,3800
3149150,Pedras de Maria da Cruz,Norte de Minas,0,0,4003,0,0,532,29,0,0,0,55,0,0,0,0,0,3349,128,10400
3149200,Pedrinópolis,Triângulo Mineiro/Alto Paranaíba,0,0,11,8980,39,36200,0,0,0,0,35855,20700,2889,0,0,2754,5657,33,600
3149309,Pedro Leopoldo,Metropolitana de Belo Horizonte,0,0,10,0,0,0,7,0,0,0,60,0,0,0,0,0,6154,5780,1200
3149408,Pedro Teixeira,Zona da Mata,0,0,0,0,0,40,26,4,0,0,53,0,0,0,0,0,3732,40,450
3149507,Pequeri,Zona da Mata,0,0,96,0,0,1225,46,30,0,0,84,0,0,0,0,0,2088,1,0
3149606,Pequi,Metropolitana de Belo Horizonte,0,0,462,0,0,100,127,15,0,6,68,0,0,0,3700,0,21680,172,750
3149705,Perdigão,Oeste de Minas,0,0,16,0,0,1050,6,0,0,0,160,0,0,0,0,0,10380,40,180
3149804,Perdizes,Triângulo Mineiro/Alto Paranaíba,0,0,11,177400,13000,1567500,733,2065,11,0,113162,111287,15564,0,0,9856,86020,206,220
3149903,Perdões,Oeste de Minas,0,0,64,0,3735,3200,655,508,0,0,8040,0,0,2270,0,0,12900,52,150
